Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,19: Zadana vrijednost [%],19: Mjerena vrijednost [%],19: Greška mjerenja [ % ],19: Dozvoljeno odstupanje  [ ± % ],19: Usklađeno,20: Zadana vrijednost [%],20: Mjerena vrijednost [%],20: Greška mjerenja [ % ],20: Dozvoljeno odstupanje  [ ± % ],20: Usklađeno,21: Zadana vrijednost [%],21: Mjerena vrijednost [%],21: Greška mjerenja [ % ],21: Dozvoljeno odstupanje  [ ± % ],21: Usklađeno,22: Zadana vrijednost [%],22: Mjerena vrijednost [],22: Greška mjerenja [ % ],22: Dozvoljeno odstupanje  [ ± % ],22: Usklađeno,23: Zadana vrijednost [%],23: Mjerena vrijednost [%],23: Greška mjerenja [ % ],23: Dozvoljeno odstupanje  [ ± % ],23: Usklađeno,Napomena
2582/21,2582/VL/21,29.7.2021.,Zavrsena,Ugovor 01-764/21 od 12.07.2021.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDJ-0127,NE,DA,NE,DA,NE,Volumen,200,NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00",NIJE MJERENO,"0,00","1,00",DA,"2,00",NIJE MJERENO,"0,00","1,00",DA,"3,00",NIJE MJERENO,"0,00","1,00",DA,"4,00",NIJE MJERENO,"0,00","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,"Uređaj ne prolazi self-test pri paljenju, samim tim uređaj nije spreman za upotrebu. ""Error code: System check: Ventilator leak."""
2584/21,2584/VL/21,29.7.2021.,Zavrsena,Narudžbenica br. 21/2021 od 29.07.2021.,Komparativna,Prva,Drager,FABIUS TIRO,ARYM-0081,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","380,00","5,00","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,29","0,29","1,00",DA,"2,00","1,97","0,03","1,00",DA,"3,00","2,93","0,07","1,00",DA,"4,00","3,33","0,67","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2502/21,2502/VL/21,22.7.2021.,Zavrsena,Narudžbenica od 22.07.2021.,Komparativna,Redovna,Datex Ohmeda,AESPIRE,AMXL01845,DA,DA,DA,DA,DA,Volumen,"200,00","191,00","4,50","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","492,00","1,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,05","0,05","1,00",DA,"2,00","1,85","0,15","1,00",DA,"3,00","2,76","0,24","1,00",DA,"4,00","3,84","0,16","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2440/21,2440/VL/21,14.7.2021.,Zavrsena,Narudžbenica br. 003902/21 od 07.07.2021.,Komparativna,Redovna,GE - General Electric,SPACECARESTATION 650 A1,717500010WA,DA,DA,DA,DA,DA,Volumen,"200,00","217,00","8,50","10,00",DA,"300,00","299,00","0,33","10,00",DA,"400,00","391,00","2,25","10,00",DA,"500,00","472,00","5,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,88","0,12","1,00",DA,"2,00","2,06","0,06","1,00",DA,"3,00","3,00","0,00","1,00",DA,"4,00","3,92","0,08","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2441/21,2441/VL/21,14.7.2021.,Zavrsena,Narudžbenica br. 003902/21 od 07.07.2021.,Komparativna,Redovna,GE - General Electric,CARESTATION 650 A1,SM71500010WA,DA,DA,DA,DA,DA,Volumen,"200,00","217,00","8,50","10,00",DA,"300,00","298,00","0,67","10,00",DA,"400,00","382,00","4,50","10,00",DA,"500,00","467,00","6,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,94","0,06","1,00",DA,"2,00","1,96","0,04","1,00",DA,"3,00","2,58","0,42","1,00",DA,"4,00","3,58","0,42","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2442/21,2442/VL/21,14.7.2021.,Zavrsena,Narudžbenica br. 003902/21 od 07.07.2021.,Komparativna,Redovna,GE - General Electric,CARESTATION 650 A1,717500008WA,DA,DA,DA,DA,DA,Volumen,"200,00","215,00","7,50","10,00",DA,"300,00","307,00","2,33","10,00",DA,"400,00","388,00","3,00","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,29","0,29","1,00",DA,"2,00","1,89","0,11","1,00",DA,"3,00","2,74","0,26","1,00",DA,"4,00","3,71","0,29","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2257/21,2257/VL/21,2.7.2021.,Zavrsena,Narudžbenica od 01.07.2021.,Komparativna,Redovna,Mindray,WATO EX-65,KT85001640,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","472,00","5,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,62","0,38","1,00",DA,"2,00","1,47","0,53","1,00",DA,"3,00","2,38","0,62","1,00",DA,"4,00","3,25","0,75","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2061/21,2061/VL/21,9.6.2021.,Zavrsena,Narudžbenica po ponudi br. 0043/21 od 04.05.2021.,Komparativna,Redovna,GE,CARESTATION 620,SM618210084WA,DA,DA,DA,DA,DA,Volumen,"200,00","192,00","4,00","10,00",DA,"300,00","286,00","4,67","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,75","0,25","1,00",DA,"2,00","1,44","0,56","1,00",DA,"3,00","2,68","0,32","1,00",DA,"4,00","3,47","0,53","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2056/21,2056/VL/21,8.6.2021.,Zavrsena,Ugovor br. 301/21-TJ od 01.06.2021.,Komparativna,Prva,Drager,PRIMUS,ASLH-0144,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","296,00","1,33","10,00",DA,"400,00","390,00","2,50","10,00",DA,"500,00","505,00","1,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,30","0,30","1,00",DA,"2,00","2,08","0,08","1,00",DA,"3,00","2,97","0,03","1,00",DA,"4,00","3,54","0,46","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2057/21,2057/VL/21,8.6.2021.,Zavrsena,Ugovor br. 301/21-TJ od 01.06.2021.,Komparativna,Redovna,Drager,PRIMUS,ASHH-0212,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","385,00","3,75","10,00",DA,"500,00","501,00","0,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,20","0,20","1,00",DA,"2,00","1,60","0,40","1,00",DA,"3,00","2,75","0,25","1,00",DA,"4,00","3,44","0,56","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1885/21,1885/VL/21,25.5.2021.,Zavrsena,Ugovor br. 06-JN-04-73/2021 od 18.05.2021.,Komparativna,Prva,GE,CARESTATION 650,720280130WA,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","371,00","7,25","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,92","0,08","1,00",DA,"2,00","2,01","0,01","1,00",DA,"3,00","2,80","0,20","1,00",DA,"4,00","3,26","0,74","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1874/21,1874/VL/21,24.5.2021.,Zavrsena,Narudžbenica od 21.04.2021.,Komparativna,Redovna,Drager,SULA,000888,DA,DA,DA,DA,DA,Volumen,"200,00","218,00","9,00","10,00",DA,"300,00","295,00","1,67","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","465,00","7,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,88","0,12","1,00",DA,"2,00","2,03","0,03","1,00",DA,"3,00","2,93","0,07","1,00",DA,"4,00","3,58","0,42","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1825/21,1825/VL/21,12.5.2021.,Zavrsena,Narudžbenica od 07.05.2021.,Komparativna,Redovna,Mindray,WATO EX - 35,KG-93003637,DA,DA,DA,DA,DA,Volumen,"200,00","215,00","7,50","10,00",DA,"300,00","282,00","6,00","10,00",DA,"400,00","383,00","4,25","10,00",DA,"500,00","474,00","5,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,91","0,09","1,00",DA,"2,00","1,91","0,09","1,00",DA,"3,00","3,16","0,16","1,00",DA,"4,00","3,98","0,02","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1640/21,1640/VL/21,5.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Redovna,GE Datex Ohmeda,Aespire,ANCM00714,DA,DA,DA,DA,DA,Volumen,"200,00","204,00","2,00","10,00",DA,"300,00","299,00","0,33","10,00",DA,"400,00","408,00","2,00","10,00",DA,"500,00","493,00","1,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,90","0,10","1,00",DA,"2,00","1,86","0,14","1,00",DA,"3,00","2,73","0,27","1,00",DA,"4,00","3,83","0,17","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1633/21,1633/VL/21,5.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Redovna,GE Datex Ohmeda,Aespire,ANCM00712,DA,DA,DA,DA,DA,Volumen,"200,00","217,00","8,50","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","464,00","7,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,89","0,11","1,00",DA,"2,00","1,63","0,37","1,00",DA,"3,00","2,56","0,44","1,00",DA,"4,00","3,48","0,52","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1564/21,1564/VL/21,4.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Redovna,Marquette,Flow-i,2972,DA,DA,DA,DA,DA,Volumen,"200,00","192,00","4,00","10,00",DA,"300,00","292,00","2,67","10,00",DA,"400,00","373,00","6,75","10,00",DA,"500,00","469,00","6,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,17","0,17","1,00",DA,"2,00","2,12","0,12","1,00",DA,"3,00","3,07","0,07","1,00",DA,"4,00","3,48","0,52","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1566/21,1566/VL/21,4.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Redovna,Marquette,Flow-i,2974,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","272,00","9,33","10,00",DA,"400,00","364,00","9,00","10,00",DA,"500,00","456,00","8,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,97","0,03","1,00",DA,"2,00","1,85","0,15","1,00",DA,"3,00","3,01","0,01","1,00",DA,"4,00","3,57","0,43","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1567/21,1567/VL/21,4.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Prva,Maquet,FLOW-i,8532,DA,DA,DA,DA,DA,Volumen,"200,00","181,00","9,50","10,00",DA,"300,00","278,00","7,33","10,00",DA,"400,00","362,00","9,50","10,00",DA,"500,00","452,00","9,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,71","0,29","1,00",DA,"2,00","1,79","0,21","1,00",DA,"3,00","2,47","0,53","1,00",DA,"4,00","3,42","0,58","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1568/21,1568/VL/21,4.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Redovna,Maquet,Flow-i,2973,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","271,00","9,67","10,00",DA,"400,00","362,00","9,50","10,00",DA,"500,00","452,00","9,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,87","0,13","1,00",DA,"2,00","2,12","0,12","1,00",DA,"3,00","2,55","0,45","1,00",DA,"4,00","3,61","0,39","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1561/21,1561/VL/21,4.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Prva,Maquet,FLOW-i,5864,DA,DA,DA,DA,DA,Volumen,"200,00","184,00","8,00","10,00",DA,"300,00","274,00","8,67","10,00",DA,"400,00","368,00","8,00","10,00",DA,"500,00","463,00","7,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,29","0,29","1,00",DA,"2,00","1,63","0,37","1,00",DA,"3,00","2,55","0,45","1,00",DA,"4,00","3,49","0,51","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1562/21,1562/VL/21,4.5.2021.,Zavrsena,Ugovor br. 01-53-4-53-2272-4/21 od 28.04.2021.,Komparativna,Prva,Maquet,FLOW-i,5865,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","271,00","9,67","10,00",DA,"400,00","374,00","6,50","10,00",DA,"500,00","453,00","9,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,57","0,43","1,00",DA,"2,00","2,11","0,11","1,00",DA,"3,00","2,61","0,39","1,00",DA,"4,00","3,05","0,95","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1549/21,1549/VL/21,30.4.2021.,Zavrsena,Telefonska narudžbenica od 26.04.2021.,Komparativna,Prva,Drager,TITUS & VENTILOG 2,ARFJ-0066,DA,DA,DA,DA,DA,Volumen,"300,00","287,00","4,33","10,00",DA,"400,00","367,00","8,25","10,00",DA,"500,00","521,00","4,20","10,00",DA,"600,00","619,00","3,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,56","0,44","1,00",DA,"2,00","1,16","0,84","1,00",DA,"3,00","2,76","0,24","1,00",DA,"4,00","3,38","0,62","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1511/21,1511/VL/21,23.4.2021.,Zavrsena,Narudžbenica od 22.04.2021.,Komparativna,Redovna,Drager,Fabius Tiro,ARZK-0076,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","371,00","7,25","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,74","0,26","1,00",DA,"2,00","1,41","0,59","1,00",DA,"3,00","2,33","0,67","1,00",DA,"4,00","3,38","0,62","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1463/21,1463/VL/21,14.4.2021.,Zavrsena,Narudžbenica od 13.04.2021.,Komparativna,Redovna,Mindray,WATO EX-65,KT-9B003364,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","288,00","4,00","10,00",DA,"400,00","371,00","7,25","10,00",DA,"500,00","492,00","1,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,88","0,12","1,00",DA,"2,00","1,94","0,06","1,00",DA,"3,00","2,87","0,13","1,00",DA,"4,00","3,86","0,14","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1432/21,1432/VL/21,9.4.2021.,Zavrsena,Narudžbenica od 08.04.2021.,Komparativna,Prva,Mindray,WATO EX-65 PRO,KY-12003201,DA,DA,DA,DA,DA,Volumen,"200,00","193,00","3,50","10,00",DA,"300,00","288,00","4,00","10,00",DA,"400,00","376,00","6,00","10,00",DA,"500,00","451,00","9,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,95","0,05","1,00",DA,"2,00","1,86","0,14","1,00",DA,"3,00","2,92","0,08","1,00",DA,"4,00","3,77","0,23","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
718/21,718/VL/21,23.2.2021.,Zavrsena,Narudžbenica br. 118/21 od 08.02.2021.,Komparativna,Redovna,TMS,Maxi 2200,V15050747,NE,DA,DA,DA,DA,Volumen,"200,00","327,00","63,50","10,00",NE,"300,00","366,00","22,00","10,00",NE,"400,00","386,00","3,50","10,00",DA,"500,00","287,00","42,60","10,00",NE,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00",NIJE MJERENO,"0,00","1,00",DA,"2,00",NIJE MJERENO,"0,00","1,00",DA,"3,00",NIJE MJERENO,"0,00","1,00",DA,"4,00",NIJE MJERENO,"0,00","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
719/21,719/VL/21,23.2.2021.,Zavrsena,Narudžbenica br. 118/21 od 08.02.2021.,Komparativna,Redovna,Datex Ohmeda,AESTIVA 3000,U00022142,DA,DA,DA,DA,DA,Volumen,"200,00","198,00","1,00","10,00",DA,"300,00","290,00","3,33","10,00",DA,"400,00","361,00","9,75","10,00",DA,"500,00","464,00","7,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,88","0,12","1,00",DA,"2,00","1,45","0,55","1,00",DA,"3,00","2,71","0,29","1,00",DA,"4,00","3,55","0,45","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
671/21,671/VL/21,19.2.2021.,Zavrsena,Narudžbenica br. 22/21 od 18.02.2021.,Komparativna,Redovna,GE Datex Ohmeda,Datex Ohmeda,AMXH00532,DA,DA,DA,DA,DA,Volumen,"200,00","200,00","0,00","10,00",DA,"300,00","315,00","5,00","10,00",DA,"400,00","366,00","8,50","10,00",DA,"500,00","511,00","2,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,87","0,13","1,00",DA,"2,00","1,80","0,20","1,00",DA,"3,00","2,64","0,36","1,00",DA,"4,00","3,89","0,11","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
420/21,420/VL/21,2.2.2021.,Zavrsena,Narudžbenica od 13.01.2021.,Komparativna,Redovna,Datex Ohmeda,9100C,ME15110724,DA,DA,DA,DA,DA,Volumen,"200,00","212,00","6,00","10,00",DA,"300,00","319,00","6,33","10,00",DA,"400,00","428,00","7,00","10,00",DA,"500,00","537,00","7,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,64","0,36","1,00",DA,"2,00","1,52","0,48","1,00",DA,"3,00","2,78","0,22","1,00",DA,"4,00","3,66","0,34","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
375/21,375/VL/21,29.1.2021.,Zavrsena,Narudžbenica br. 4500131102 / 06.11.2020.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0071,DA,DA,DA,DA,DA,Volumen,"200,00","196,00","2,00","10,00",DA,"300,00","305,00","1,67","10,00",DA,"400,00","411,00","2,75","10,00",DA,"500,00","505,00","1,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,05","0,05","1,00",DA,"2,00","1,77","0,23","1,00",DA,"3,00","2,98","0,02","1,00",DA,"4,00","4,10","0,10","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
377/21,377/VL/21,29.1.2021.,Zavrsena,Narudžbenica br. 4500131102 / 06.11.2020.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0065,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","317,00","5,67","10,00",DA,"400,00","409,00","2,25","10,00",DA,"500,00","522,00","4,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,54","0,46","1,00",DA,"2,00","1,89","0,11","1,00",DA,"3,00","2,57","0,43","1,00",DA,"4,00","3,65","0,35","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
379/21,379/VL/21,29.1.2021.,Zavrsena,Narudžbenica br. 4500131102 / 06.11.2020.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0068,DA,DA,DA,DA,DA,Volumen,"200,00","215,00","7,50","10,00",DA,"300,00","322,00","7,33","10,00",DA,"400,00","429,00","7,25","10,00",DA,"500,00","538,00","7,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,05","0,05","1,00",DA,"2,00","1,97","0,03","1,00",DA,"3,00","2,88","0,12","1,00",DA,"4,00","4,11","0,11","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
380/21,380/VL/21,29.1.2021.,Zavrsena,Narudžbenica br. 4500131102 / 06.11.2020.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0069,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","287,00","4,33","10,00",DA,"400,00","368,00","8,00","10,00",DA,"500,00","481,00","3,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,45","0,55","1,00",DA,"2,00","1,72","0,28","1,00",DA,"3,00","2,63","0,37","1,00",DA,"4,00","3,57","0,43","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
