Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,7: Zadana vrijednost [mbar],7: Mjerena vrijednost [mbar],7: Greška mjerenja [ % ],7: Dozvoljeno odstupanje  [ ± % ],7: Usklađeno,8: Zadana vrijednost [mbar],8: Mjerena vrijednost [mbar],8: Greška mjerenja [ % ],8: Dozvoljeno odstupanje  [ ± % ],8: Usklađeno,9: Zadana vrijednost [mbar],9: Mjerena vrijednost [mbar],9: Greška mjerenja [ % ],9: Dozvoljeno odstupanje  [ ± % ],9: Usklađeno,10: Zadana vrijednost [mbar],10: Mjerena vrijednost [mbar],10: Greška mjerenja [ % ],10: Dozvoljeno odstupanje  [ ± % ],10: Usklađeno,11: Zadana vrijednost [mbar],11: Mjerena vrijednost [mbar],11: Greška mjerenja [ % ],11: Dozvoljeno odstupanje  [ ± % ],11: Usklađeno,12: Zadana vrijednost [mbar],12: Mjerena vrijednost [mbar],12: Greška mjerenja [ % ],12: Dozvoljeno odstupanje  [ ± % ],12: Usklađeno,Napomena
123/22,123/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,SAVINA,ASLC-0227,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,300,270,10,10,DA,400,361,"9,75",10,DA,600,540,10,10,DA,800,722,"9,75",10,DA,1000,915,"8,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
135/22,135/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,SAVINA,ASLC-0224,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,187,"6,5",10,DA,400,361,"9,75",10,DA,600,546,9,10,DA,800,735,"8,13",10,DA,1000,979,"2,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
119/22,119/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,SAVINA,ASLC-0222,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,195,"2,5",10,DA,400,367,"8,25",10,DA,600,556,"7,33",10,DA,800,735,"8,13",10,DA,1000,935,"6,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
127/22,127/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5105,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,300,276,8,10,DA,500,461,"7,8",10,DA,600,572,"4,67",10,DA,700,641,"8,43",10,DA,900,811,"9,89",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
120/22,120/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU4978,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,180,10,10,DA,400,370,"7,5",10,DA,500,452,"9,6",10,DA,600,549,"8,5",10,DA,800,721,"9,88",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
125/22,125/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,MINDRAY,SV 300,GB-04018509,NE,DA,DA,DA,DA,Volumen,200,157,"21,5",10,NE,400,325,"18,75",10,NE,500,413,"17,4",10,NE,600,500,"16,67",10,NE,800,644,"19,5",10,NE,1000,771,"22,9",10,NE,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
121/22,121/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,SAVINA,ASLC-0226,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,184,8,10,DA,400,362,"9,5",10,DA,600,542,"9,67",10,DA,800,744,7,10,DA,1000,928,"7,2",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
117/22,117/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,SAVINA,ASLC-0221,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,185,"7,5",10,DA,400,371,"7,25",10,DA,500,467,"6,6",10,DA,600,555,"7,5",10,DA,800,778,"2,75",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
180/22,180/VL/22,28.1.2022.,Završena,Narudžbenica br. 21 od 13.01.2022.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5381,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,182,9,10,DA,400,370,"7,5",10,DA,600,546,9,10,DA,700,632,"9,71",10,DA,800,721,"9,88",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
181/22,181/VL/22,28.1.2022.,Završena,Narudžbenica br. 21 od 13.01.2022.,Komparativna,Prva,LOWENSTEIN MEDICAL,PRISMA VENT50-C,99003823,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"9,7",3,10,DA,20,"19,5","2,5",10,DA,30,"29,7",1,10,DA,40,"39,7","0,75",10,DA,45,"44,4","1,33",10,DA,50,"49,3","1,4",10,DA,
213/22,213/VL/22,31.1.2022.,Završena,Narudžbenica od 31.01.2022.,Komparativna,Prva,WEINMANN,MEDUMAT STANDARD A,21115,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,10,0,10,DA,20,"20,3","1,5",10,DA,30,"29,5","1,67",10,DA,40,40,0,10,DA,50,50,0,10,DA,60,"59,5","0,83",10,DA,
503/22,503/VL/22,15.2.2022.,Završena,Narudžbenica br. 003677/22 od 26.01.2022.,Komparativna,Redovna,LOWENSTEIN MEDICAL,PRISMA VENT50C,99002743,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"9,6",4,10,DA,20,"19,1","4,5",10,DA,30,"29,1",3,10,DA,35,"34,4","1,71",10,DA,40,"39,3","1,75",10,DA,50,"49,1","1,8",10,DA,
505/22,505/VL/22,15.2.2022.,Završena,Narudžbenica br. 003677/22 od 26.01.2022.,Komparativna,Redovna,LOWENSTEIN MEDICAL,PRISMA VENT50C,99002694,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"9,5",5,10,DA,20,"19,1","4,5",10,DA,30,"29,4",2,10,DA,35,"34,6","1,14",10,DA,40,"39,5","1,25",10,DA,50,"48,9","2,2",10,DA,
507/22,507/VL/22,15.2.2022.,Završena,Narudžbenica br. 003677/22 od 26.01.2022.,Komparativna,Redovna,COVIDIEN,PURITAN BENNETT 980,(21)35B2014026,DA,DA,DA,DA,DA,Volumen,150,150,0,10,DA,300,283,"5,67",10,DA,400,372,7,10,DA,600,578,"3,67",10,DA,800,748,"6,5",10,DA,1000,974,"2,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
504/22,504/VL/22,15.2.2022.,Završena,Narudžbenica br. 003677/22 od 26.01.2022.,Komparativna,Redovna,BTL,MERCURIAL,0476-4361/21,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"9,6",4,10,DA,20,"19,1","4,5",10,DA,30,"29,4",2,10,DA,35,"34,6","1,14",10,DA,40,"39,4","1,5",10,DA,50,"49,2","1,6",10,DA,
506/22,506/VL/22,15.2.2022.,Završena,Narudžbenica br. 003677/22 od 26.01.2022.,Komparativna,Redovna,COVIDIEN, PURITAN BENNETT 980, (21)35B2014024,DA,DA,DA,DA,DA,Volumen,150,155,"3,33",10,DA,300,280,"6,67",10,DA,400,376,6,10,DA,600,546,9,10,DA,800,728,9,10,DA,1000,925,"7,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
534/22,534/VL/22,17.2.2022.,Završena,Narudžbenica od 17.02.2022.,Komparativna,Redovna,Spencer,170,17013274,NE,DA,NE,NE,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
599/22,599/VL/22,22.2.2022.,Završena,Ugovor br. 33-04-1754-1/20 od 15.04.2020,Komparativna,Redovna,IMT MEDICAL,BELLAVISTA,MB153516,DA,DA,DA,DA,DA,Volumen,250,239,"4,4",10,DA,400,364,9,10,DA,500,493,"1,4",10,DA,600,584,"2,67",10,DA,800,746,"6,75",10,DA,1000,909,"9,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
603/22,603/VL/22,22.2.2022.,Završena,Ugovor br. 33-04-1754-1/20 od 15.04.2020,Komparativna,Redovna,MAQUET,SERVO-i,95356,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,187,"6,5",10,DA,400,361,"9,75",10,DA,600,555,"7,5",10,DA,800,728,9,10,DA,1000,918,"8,2",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
601/22,601/VL/22,22.2.2022.,Završena,Ugovor br. 33-04-1754-1/20 od 15.04.2020,Komparativna,Prva,DRAGER,SAVINA 300,ASNN-0476,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,182,9,10,DA,400,376,6,10,DA,600,551,"8,17",10,DA,800,729,"8,88",10,DA,1000,912,"8,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
597/22,597/VL/22,22.2.2022.,Završena,Ugovor br. 33-04-1754-1/20 od 15.04.2020,Komparativna,Redovna,Heinen Lowenstein,ELISA 600,0400600hul06205902,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,192,4,10,DA,400,361,"9,75",10,DA,600,562,"6,33",10,DA,800,729,"8,88",10,DA,1000,920,8,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
594/22,594/VL/22,22.2.2022.,Završena,Ugovor br. 33-04-1754-1/20 od 15.04.2020,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5239,DA,DA,DA,DA,DA,Volumen,100,103,3,10,DA,200,206,3,10,DA,400,384,4,10,DA,600,550,"8,33",10,DA,800,730,"8,75",10,DA,1000,912,"8,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
602/22,602/VL/22,22.2.2022.,Završena,Ugovor br. 33-04-1754-1/20 od 15.04.2020,Komparativna,Redovna,IMT MEDICAL,BELLAVISTA,INV H-0127,DA,DA,DA,DA,DA,Volumen,250,240,4,10,DA,400,368,8,10,DA,500,465,7,10,DA,600,571,"4,83",10,DA,800,722,"9,75",10,DA,950,886,"6,74",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
976/22,976/VL/22,24.3.2022.,Završena,Narudžbenica br. 33/22 od 17.03.2022.,Komparativna,Prva,DRAGER,EVITA INFINITY V500,ASPK-0410,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,186,7,10,DA,400,366,"8,5",10,DA,600,555,"7,5",10,DA,800,736,8,10,DA,1000,932,"6,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1028/22,1028/VL/22,30.3.2022.,Završena,Narudžbenica od 16.03.2022.,Komparativna,Prva,DRAGER,OXYLOG 2000 PLUS,ASJF-0007,DA,DA,DA,DA,DA,Volumen,100,102,2,10,DA,200,197,"1,5",10,DA,400,364,9,10,DA,600,542,"9,67",10,DA,800,722,"9,75",10,DA,1000,902,"9,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1269/22,1269/VL/22,16.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,PURITAN BENETT,840,3510091860,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"10,4",4,10,DA,15,"14,7",2,10,DA,20,"20,4",2,10,DA,30,"30,6",2,10,DA,40,"40,8",2,10,DA,50,"50,6","1,2",10,DA,
1271/22,1271/VL/22,16.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,MAQUET,SERVO N,1382,DA,DA,DA,DA,DA,Volumen,100,109,9,10,DA,150,150,0,10,DA,200,192,4,10,DA,250,233,"6,8",10,DA,300,277,"7,67",10,DA,350,343,2,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1267/22,1267/VL/22,16.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,DRAGER,BABYLOG 8000,ARWD-0009,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"10,2",2,10,DA,15,"15,4","2,67",10,DA,20,"20,6",3,10,DA,30,"29,3","2,33",10,DA,40,"40,1","0,25",10,DA,50,"50,7","1,4",10,DA,
1268/22,1268/VL/22,16.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,DRAGER,BABYLOG 8000,ARCE-0001,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"9,6",4,10,DA,15,"14,8","1,33",10,DA,20,"20,7","3,5",10,DA,30,"30,7","2,33",10,DA,40,"39,6",1,10,DA,50,"50,8","1,6",10,DA,
1270/22,1270/VL/22,16.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,Carefusion,INFANT FLOW SIPAP,BDN01068,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1302/22,1302/VL/22,17.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,MAQUET,SERVO N,1381,DA,DA,DA,DA,DA,Volumen,100,108,8,10,DA,150,160,"6,67",10,DA,200,198,1,10,DA,250,241,"3,6",10,DA,300,289,"3,67",10,DA,350,338,"3,43",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1297/22,1297/VL/22,17.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,MAQUET,SERVO N,1383,DA,DA,DA,DA,DA,Volumen,100,99,1,10,DA,150,147,2,10,DA,200,190,5,10,DA,250,238,"4,8",10,DA,300,278,"7,33",10,DA,350,357,2,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1298/22,1298/VL/22,17.5.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,DRAGER,BABYLOG 8000,ARXM-0164,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,5,"5,2",4,10,DA,10,"10,5",5,10,DA,15,"14,7",2,10,DA,20,"19,3","3,5",10,DA,25,"25,6","2,4",10,DA,30,"29,6","1,33",10,DA,
1857/22,1857/VL/22,4.7.2022.,Završena,Narudžbenica od 21.06.2022.,Komparativna,Prva,DRAGER,INFINITY V500,ASNH-0986,DA,DA,DA,DA,DA,Volumen,100,105,5,10,DA,200,189,"5,5",10,DA,400,382,"4,5",10,DA,600,591,"1,5",10,DA,800,783,"2,13",10,DA,1000,939,"6,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1856/22,1856/VL/22,4.7.2022.,Završena,Narudžbenica od 21.06.2022.,Komparativna,Redovna,DRAGER,INFINITY C500,ASNH-0537,DA,DA,DA,DA,DA,Volumen,100,99,1,10,DA,200,181,"9,5",10,DA,400,388,3,10,DA,600,556,"7,33",10,DA,800,744,7,10,DA,1000,928,"7,2",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1944/22,1944/VL/22,11.7.2022.,Završena,Narudžbenica br. 75/22 od 27.06.2022.,Komparativna,Prva,WEINMANN,MEDUMAT STANDARD,14605,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"10,5",5,10,DA,20,"20,5","2,5",10,DA,30,"30,1","0,33",10,DA,40,"39,9","0,25",10,DA,50,"50,5",1,10,DA,60,"60,5","0,83",10,DA,
1971/22,1971/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,MINDRAY,SYNOVENT E5,EE-07005467,DA,DA,DA,DA,DA,Volumen,100,105,5,10,DA,200,188,6,10,DA,400,373,"6,75",10,DA,600,550,"8,33",10,DA,800,722,"9,75",10,DA,1000,912,"8,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1961/22,1961/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,MINDRAY,SYNOVENT E5,EE-07005471,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,190,5,10,DA,400,362,"9,5",10,DA,600,552,8,10,DA,800,729,"8,88",10,DA,1000,926,"7,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1972/22,1972/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,MINDRAY,SV800,AA2-88000179,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,195,"2,5",10,DA,400,387,"3,25",10,DA,600,576,4,10,DA,800,768,4,10,DA,1000,1009,"0,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1970/22,1970/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5275,DA,DA,DA,DA,DA,Volumen,100,107,7,10,DA,200,192,4,10,DA,400,390,"2,5",10,DA,600,543,"9,5",10,DA,800,735,"8,13",10,DA,1000,914,"8,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1973/22,1973/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,MINDRAY,SV 800,AA2-88000178,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,202,1,10,DA,400,373,"6,75",10,DA,600,558,7,10,DA,800,753,"5,88",10,DA,1000,931,"6,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1968/22,1968/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,MINDRAY,SYNO VENT E5,EE-07005472,DA,DA,DA,DA,DA,Volumen,100,92,8,10,DA,200,180,10,10,DA,400,362,"9,5",10,DA,600,556,"7,33",10,DA,800,725,"9,38",10,DA,1000,905,"9,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1969/22,1969/VL/22,13.7.2022.,Završena,Narudžbenica br. 003291/22 od 24.06.2022.,Komparativna,Redovna,MINDRAY,SV 800,AA2-88000180,DA,DA,DA,DA,DA,Volumen,100,92,8,10,DA,200,198,1,10,DA,400,373,"6,75",10,DA,600,573,"4,5",10,DA,800,737,"7,88",10,DA,1000,948,"5,2",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2031/22,2031/VL/22,20.7.2022.,Završena,Ugovor br. 06-JN-04-306/2022,Komparativna,Prva,GE - General Electric,ENGSTROM CARESTATION,CBCP01464,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,190,5,10,DA,400,371,"7,25",10,DA,600,558,7,10,DA,800,723,"9,63",10,DA,1000,922,"7,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2056/22,2056/VL/22,21.7.2022.,Završena,Ugovor br. 10-6254 od 21.07.2022.,Komparativna,Prva,DRAGER,INFINITY V500,ASPD-0395,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,182,9,10,DA,400,363,"9,25",10,DA,600,554,"7,67",10,DA,800,738,"7,75",10,DA,1000,1036,"3,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2324/22,2324/VL/22,30.8.2022.,Završena,Narudžbenica br. 1368/2022 od 25.08.2022.,Komparativna,Prva,BTL,MERCURIAL,0476-4361/21,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,188,6,10,DA,400,364,9,10,DA,600,551,"8,17",10,DA,800,720,10,10,DA,1000,932,"6,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2327/22,2327/VL/22,30.8.2022.,Završena,Narudžbenica br. 1368/2022 od 25.08.2022.,Komparativna,Prva,MAQUET,SERVO-i,31181,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,197,"1,5",10,DA,400,379,"5,25",10,DA,600,575,"4,17",10,DA,800,734,"8,25",10,DA,1000,902,"9,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2325/22,2325/VL/22,30.8.2022.,Završena,Narudžbenica br. 1368/2022 od 25.08.2022.,Komparativna,Redovna,MAQUET,SERVO-i,31179,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,200,0,10,DA,400,379,"5,25",10,DA,600,593,"1,17",10,DA,800,770,"3,75",10,DA,1000,941,"5,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2326/22,2326/VL/22,30.8.2022.,Završena,Narudžbenica br. 1368/2022 od 25.08.2022.,Komparativna,Prva,DRAGER,OXYLOG 3000,SRYJ-0010,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,196,2,10,DA,400,375,"6,25",10,DA,600,573,"4,5",10,DA,800,732,"8,5",10,DA,1000,905,"9,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1300/22,1300/VL/22,7.10.2022.,Završena,Narudžbenica br. 774 i 775 od 10.05.2022.,Komparativna,Redovna,DRAGER,BABYLOG 8000,ASAH-0008,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"10,3",3,10,DA,15,"15,4","2,67",10,DA,20,"19,9","0,5",10,DA,30,"30,7","2,33",10,DA,40,"39,7","0,75",10,DA,50,"49,7","0,6",10,DA,
